Type of property,Subtype of property,Price,State of the building,Surface of the plot,Surface of the land,Area,Number of rooms,Furnished,Fully equipped kitchen,Number of facades,Garden,Garden surface,Open fire,Terrace,Terrace surface,Investment property
House,Villa,465000,As new,1230,1230,289,5,0,0,4,0,,0,0,,
House,House,490000,As new,250,160,250,4,0,0,2,1,90,0,0,,0
House,Mansion,650000,Good,116,116,303,5,0,0,2,0,,0,0,,0
House,Mixed-use building,865000,As new,44827,44407,260,3,1,0,4,1,400,1,1,20,1
House,House,1500000,To be done up,337,157,555,8,1,1,2,1,155,0,1,25,0
House,Villa,1650000,As new,2497,2397,465,5,0,0,4,1,,0,1,100,0
House,Villa,1980000,As new,3016,0,700,4,0,1,4,1,3016,1,0,,0
House,House,387000,As new,299,299,180,3,0,0,3,0,,0,0,,0
House,House,387500,As new,436,436,,3,0,1,3,0,,0,0,,
House,House,389000,As new,316,316,180,3,0,0,3,0,,0,0,,0
House,House,393000,As new,355,355,180,3,0,0,3,0,,0,0,,0
House,House,396000,As new,406,406,180,3,0,0,3,0,,0,0,,0
House,House,450200,As new,578,578,208,3,0,1,3,0,,0,0,,
House,House,420000,As new,,,152,3,0,1,,1,55,0,0,,0
House,House,395000,,84,62,150,4,0,0,,1,22,0,0,,0
House,House,215000,To be done up,875,875,324,7,0,0,4,1,,0,0,,0
House,House,133000,Good,,,17,1,0,1,,0,,0,0,,0
House,House,269000,To be done up,105,75,150,3,0,0,2,0,,0,1,30,0
House,House,299000,Good,131,91,115,3,0,0,3,0,,0,1,40,0
House,House,337000,Just renovated,848,848,,4,0,0,4,0,,1,0,,0
House,House,389000,As new,537,537,136,2,0,0,4,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
,,,,,,,,0,0,,0,,0,0,,
House,Villa,470000,,820,820,216,3,0,0,4,0,,1,0,,0
House,Country house,645000,Good,6676,6676,450,7,0,0,4,0,,0,0,,
House,House,649000,As new,440,438,270,4,0,1,3,1,1,0,1,1,0
House,Apartment block,998000,Good,189,189,490,6,0,0,2,0,,0,0,,1
House,Mansion,1560000,As new,442,245,442,4,0,1,2,0,,0,1,197,0
House,Country house,1795000,Good,44918,44918,274,4,0,0,4,0,,0,0,,0
House,House,458000,As new,746,746,177,3,0,1,4,0,,0,0,,0
House,Exceptional property,515000,,345,345,329,6,0,1,3,0,,0,0,,0
House,Villa,695000,,956,556,420,4,0,0,4,1,400,0,0,,0
House,House,425000,,75,63,155,4,0,0,2,0,,0,1,12,0
House,House,335000,Just renovated,408,408,99,1,0,0,4,0,,0,0,,0
House,Apartment block,630000,As new,,,270,5,0,0,,1,,0,0,,1
House,House,279000,Good,610,610,352,4,0,0,3,1,,0,0,,
House,Mixed-use building,450000,As new,40,31,132,1,0,0,2,0,,0,1,9,1
House,House,985000,As new,1940,440,481,4,0,0,4,1,1500,1,0,,0
House,House,219000,Good,247,247,185,4,0,0,3,0,,0,0,,0
House,House,239000,To be done up,347,347,125,3,0,0,3,1,,0,0,,0
House,Mixed-use building,240000,,72,72,142,1,0,0,2,0,,0,0,,1
House,House,250000,To renovate,,,,3,0,0,,0,,0,0,,0
House,House,295000,Good,254,254,183,3,0,0,2,1,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,375000,Good,761,761,130,3,0,0,4,1,,0,0,,0
House,Villa,439000,Good,1500,1500,180,3,0,0,4,1,,0,0,,0
House,House,499000,As new,120,120,180,3,0,1,2,1,,0,0,,0
House,Villa,698000,As new,1289,1289,350,4,0,0,4,1,,0,0,,0
House,House,249950,To be done up,90,90,123,4,0,0,2,0,,0,0,,0
House,House,255000,To renovate,393,393,154,3,0,0,3,1,,0,0,,0
House,House,399000,Just renovated,274,274,253,6,0,0,2,0,,0,0,,0
House,House,122000,To renovate,229,229,128,3,0,0,2,0,,0,0,,0
House,Villa,895000,,1650,650,243,3,0,0,4,1,1000,0,0,,0
House,House,392500,As new,575,575,162,3,0,1,3,0,,0,0,,
House,House,349750,As new,,,126,3,0,1,,1,,0,1,30,0
House,House,299000,,300,170,126,3,0,0,2,1,130,0,0,,0
House,House,320000,,783,783,300,4,0,0,3,0,,0,0,,0
House,House,239000,,440,410,120,3,0,0,2,0,,0,1,30,0
House,Town-house,249500,,131,131,210,3,0,0,2,0,,0,0,,0
House,House,260000,Just renovated,510,508,,3,0,0,4,1,1,0,1,1,1
House,House,299000,Good,185,185,223,3,0,0,2,0,,0,0,,0
House,House,420000,,,,194,2,0,0,2,0,,0,0,,0
House,House,427000,As new,838,838,245,6,0,1,4,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,Villa,679000,To renovate,3978,3978,,4,0,0,4,1,,1,0,,0
House,Mansion,695000,Good,397,247,444,5,0,1,2,1,150,1,0,,0
House,Villa,1200000,Good,3304,111,560,5,0,0,4,1,3193,0,0,,0
House,House,2999999,,1585,1585,1612,30,0,0,,0,,0,0,,0
House,Apartment block,2999999,,1585,1585,1612,30,0,0,,0,,0,0,,1
House,Villa,529000,,2005,2005,330,3,0,0,4,1,,0,0,,0
,JARDIN,3036047,,,,,,0,0,,0,,0,0,,0
House,New real estate project - Houses,317766429570,,,,,,0,0,,0,,0,0,,0
House,New real estate project - Houses,329000344000,,,,,,0,0,,0,,0,0,,0
,Project Gravin de Merodestraat,337000353675,,,,,,0,0,,0,,0,0,,1
,Moderne BEN woningen,351841478663,,,,,,0,0,,0,,0,0,,0
,Asperre (Papenhof2) - Won,379000406000,,,,,,0,0,,0,,0,0,,0
,Antwerpen - Project The Mark - nieuwbouwwoningen,419000429000,,,,,,0,0,,0,,0,0,,1
House,House,649000,,69,61,,5,0,0,2,0,,0,1,8,0
House,House,,As new,200,110,127,3,0,0,2,1,70,0,1,20,
House,House,325000,As new,197,197,156,3,0,0,,0,,0,0,,0
House,Exceptional property,585000,,750,750,280,5,0,1,,1,,0,0,,0
House,House,399000,,355,165,150,3,0,0,3,1,167,0,1,23,0
House,House,124000,To renovate,143,143,132,2,0,0,2,0,,0,0,,0
House,House,125000,To renovate,133,133,128,3,0,0,2,0,,0,0,,0
House,Town-house,143000,To renovate,122,122,147,3,0,0,2,0,,0,0,,0
House,House,150000,To renovate,483,483,166,3,0,0,3,0,,0,0,,0
House,House,175000,To be done up,85,85,120,3,0,0,2,0,,0,0,,0
House,House,210000,To renovate,393,393,,3,0,0,2,0,,0,0,,0
House,House,220000,To be done up,1650,1650,109,3,0,0,4,0,,0,0,,0
House,House,255000,,489,489,140,3,0,0,2,0,,0,0,,0
House,House,279000,To be done up,453,453,220,4,0,0,2,1,,1,0,,0
House,Mixed-use building,345000,To be done up,260,136,216,3,0,1,2,1,104,0,1,20,1
House,House,345000,To be done up,260,136,216,3,0,1,2,1,104,0,1,20,0
House,House,349000,Good,133,91,140,3,0,0,1,1,30,0,1,12,0
House,House,349000,Good,105,105,144,3,0,0,2,0,,0,0,,0
House,House,439000,As new,1316,116,200,5,0,0,4,1,1200,0,0,,0
House,Villa,950000,As new,441,441,210,3,0,1,4,0,,0,0,,0
House,House,519000,Good,1432,1432,,5,0,0,4,1,,1,0,,0
House,Mansion,635000,Good,1930,1930,452,6,0,0,4,0,,0,0,,0
House,House,272000,,,,160,5,0,0,2,0,,0,0,,1
House,House,325000,As new,300,300,148,3,0,0,4,0,,0,0,,0
House,House,124000,,120,120,63,4,0,0,2,0,,0,0,,0
House,House,248000,Good,75,60,,2,0,0,2,0,,0,1,15,0
House,House,350000,,435,435,177,3,0,0,3,0,,0,0,,0
House,House,695000,As new,273,271,185,3,0,0,2,1,1,1,1,1,0
House,House,189000,To renovate,106,106,,2,0,0,,0,,0,0,,0
House,House,515000,,904,904,,3,0,0,,0,,0,0,,0
House,Apartment block,986000,,486,486,89,2,0,0,,1,,0,0,,1
House,House,118000,To renovate,245,245,143,3,0,0,,0,,0,0,,0
House,House,200000,To be done up,67,67,,1,0,0,,0,,0,0,,0
House,Mansion,319000,Good,,,133,4,0,0,2,0,,0,0,,0
House,House,349000,,175,104,180,3,0,0,2,1,71,0,0,,0
House,Apartment block,350000,As new,40,40,105,3,0,0,2,0,,0,0,,1
House,Apartment block,365000,To be done up,,,172,4,0,0,2,0,,0,0,,1
House,House,365000,Good,1198,1198,195,3,0,0,4,1,,0,0,,0
House,House,369000,,220,65,162,3,0,1,2,1,155,0,0,,0
House,House,369000,,213,213,211,4,0,0,2,0,,0,0,,0
House,Apartment block,425000,As new,40,40,130,4,0,0,2,0,,0,0,,1
House,House,439000,,228,206,214,4,0,1,2,0,,0,1,22,0
House,House,450000,As new,261,261,241,4,0,1,3,0,,0,0,,0
House,Mansion,475000,To renovate,121,121,202,4,0,0,2,0,,0,0,,0
House,Villa,549000,To renovate,199,199,235,5,0,0,3,0,,0,0,,0
House,House,565000,As new,,,140,2,0,1,2,0,,0,1,11,0
House,House,569000,,750,700,250,4,0,1,3,0,,0,1,50,0
House,Villa,590000,Good,1300,1300,294,4,0,0,4,1,,0,0,,0
House,Exceptional property,749000,As new,352,352,292,4,0,1,2,0,,1,0,,0
House,Villa,815000,Good,2031,2031,649,5,0,0,4,0,,0,0,,0
House,Mixed-use building,947500,As new,87,87,400,5,0,0,2,0,,0,0,,1
House,Mansion,1198000,Good,,,236,3,0,1,2,0,,0,0,,0
House,House,299500,As new,373,373,193,3,0,0,3,0,,0,0,,0
House,House,300500,As new,363,363,193,3,0,0,3,0,,0,0,,0
House,House,300500,As new,365,365,196,3,0,0,3,0,,0,0,,0
House,House,489000,As new,492,483,220,3,0,0,3,1,,0,1,9,0
House,House,542000,As new,492,483,220,3,0,0,3,1,,0,1,9,0
House,House,298000,As new,,,,2,0,0,,1,,0,0,,0
House,House,265000,Good,485,485,156,3,0,0,3,1,,0,0,,0
House,House,330000,To be done up,,,,3,0,0,,1,,0,0,,0
House,House,369000,As new,140,138,,3,0,0,2,1,1,0,1,1,0
House,House,395000,,430,80,,3,0,0,,1,350,0,0,,0
House,Chalet,30000,To be done up,609,609,77,3,0,0,4,0,,0,0,,0
House,House,100000,,573,573,,1,0,0,4,0,,0,0,,0
House,House,135000,To renovate,166,166,152,3,0,0,2,0,,0,0,,0
House,House,150000,To renovate,174,174,146,3,0,0,2,0,,0,0,,0
House,House,160000,,546,546,,2,0,0,4,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,195000,,767,767,,3,0,0,4,0,,0,0,,0
House,House,270000,,400,400,173,3,0,0,2,0,,0,0,,0
House,House,299000,,602,602,268,5,0,0,4,1,,0,0,,0
House,House,315000,,162,92,110,2,0,0,2,1,60,0,1,10,0
House,House,335000,,1245,1245,147,3,0,0,4,0,,0,0,,0
House,Bungalow,445000,Good,1020,1020,156,2,0,0,4,1,,0,0,,0
House,House,595000,Good,,,175,3,0,0,2,1,17,0,1,17,0
House,Mixed-use building,625000,Good,3860,1330,615,4,0,1,4,1,2500,0,1,30,1
House,Apartment block,635000,,,,400,7,0,0,3,0,,0,1,45,1
House,Mixed-use building,635000,,,,400,7,0,0,3,0,,0,1,45,1
House,House,2450000,,446,446,592,7,0,0,3,0,,0,0,,0
House,Apartment block,1399950,Good,,,,,0,0,2,0,,0,0,,1
House,House,450000,,883,165,,3,0,0,4,1,718,1,0,,0
House,House,549000,Good,99,99,312,4,0,0,2,0,,0,0,,0
House,Villa,315000,,1737,1737,131,2,0,0,4,0,,0,0,,0
House,House,125000,,90,90,103,2,0,0,,0,,0,0,,0
House,House,199900,To renovate,640,640,100,3,0,0,2,1,,0,0,,0
House,House,229000,Good,43,43,90,3,0,0,2,0,,0,0,,0
House,House,275000,As new,60,60,,3,0,1,1,0,,1,0,,
House,House,275000,Good,465,465,,2,0,0,2,1,,0,0,,0
House,House,285000,Good,295,295,161,3,0,0,2,1,,0,0,,0
House,House,295000,,1100,1100,328,4,0,0,4,1,,0,0,,0
House,House,299000,,1620,1620,260,3,0,0,4,0,,0,0,,0
House,House,339000,Good,969,969,250,4,0,0,3,1,,0,0,,0
House,House,459000,Good,800,800,200,3,0,0,3,1,,0,0,,0
House,House,500000,Good,125,125,210,4,0,0,2,0,,0,0,,0
House,Villa,592000,,2468,2468,255,4,0,0,4,0,,0,0,,0
House,Apartment block,649000,As new,100,100,165,6,0,0,2,0,,0,0,,1
House,Exceptional property,830000,,292,95,300,4,0,0,2,1,197,0,0,,0
House,Apartment block,995000,Good,48,48,240,4,0,0,2,0,,0,0,,1
House,House,249000,,,,109,2,0,0,2,0,,0,0,,0
House,House,275200,,218,194,153,3,0,0,3,1,,0,1,24,0
House,House,275200,,218,194,153,3,0,0,3,1,,0,1,24,0
House,House,292600,,303,278,147,3,0,0,3,1,,0,1,25,0
House,House,296450,,302,277,147,3,0,0,3,1,,0,1,25,0
House,House,339800,As new,383,383,177,3,0,0,3,0,,0,0,,0
House,House,350000,As new,271,271,180,4,0,0,3,0,,0,0,,0
House,House,165000,,533,533,127,3,0,0,4,0,,0,0,,0
House,House,235000,,523,523,,3,0,0,3,0,,0,0,,0
House,House,1195000,,196,123,301,6,0,0,2,1,73,0,0,,0
House,House,268000,Good,466,466,,3,0,0,2,0,,0,0,,0
House,House,279000,,144,144,185,3,0,0,2,0,,0,0,,0
House,House,280000,,1144,1144,240,4,0,0,4,0,,0,0,,0
House,House,285000,,72,35,178,3,0,0,2,1,37,0,0,,0
House,House,335000,To be done up,50,50,162,4,0,1,2,0,,0,0,,0
House,House,549000,Good,82,74,200,5,0,0,3,0,,0,1,8,0
,,,,,,,,0,0,,0,,0,0,,
House,Villa,1045000,As new,22635,22635,375,4,0,0,4,0,,0,0,,0
House,House,,To renovate,55,55,115,3,0,0,,0,,0,0,,0
House,House,255000,To renovate,1450,1450,,3,0,0,,0,,0,0,,0
House,Villa,,,2040,2040,,5,0,0,,0,,0,0,,0
House,Apartment block,1479000,Just renovated,385,313,,11,0,0,2,1,60,0,1,12,1
House,Mixed-use building,185000,,65,65,135,3,0,0,3,0,,0,0,,1
House,House,210000,To renovate,116,116,,3,0,0,2,0,,0,0,,0
House,House,260000,,7212,7212,427,7,0,0,4,0,,0,0,,0
House,House,120000,To renovate,345,345,,2,0,0,3,1,,0,0,,0
House,House,124000,,157,157,85,2,0,0,2,0,,0,0,,0
House,House,130000,,145,145,171,3,0,0,2,0,,0,0,,0
House,House,135000,,240,240,131,3,0,0,2,0,,0,0,,0
House,House,139300,,1672,1672,,3,0,0,4,0,,0,0,,0
House,House,140000,,409,409,173,3,0,0,3,0,,0,0,,0
House,House,160000,To renovate,2996,2996,,3,0,0,4,0,,0,0,,0
House,House,165000,,109,109,184,2,0,0,2,0,,0,0,,0
House,House,170000,,1355,1355,315,4,0,0,4,0,,0,0,,0
House,House,175000,,170,170,305,5,0,0,2,0,,0,0,,1
House,House,175000,To renovate,678,678,,3,0,0,4,0,,0,0,,0
House,Mansion,180000,,150,150,127,3,0,0,2,0,,0,0,,0
House,House,205000,To renovate,981,981,,5,0,0,4,0,,0,0,,0
House,House,210000,,177,177,274,6,0,0,2,0,,0,0,,1
House,Town-house,240000,,220,220,213,4,0,0,2,0,,0,0,,0
House,Town-house,270000,,235,235,146,3,0,0,2,1,,0,0,,0
House,House,330000,,430,430,256,4,0,0,4,0,,0,0,,0
House,House,400000,,623,623,160,3,0,0,4,0,,0,0,,0
House,Villa,400000,,830,830,100,2,0,0,4,0,,0,0,,0
House,House,430000,,782,782,231,3,0,0,3,0,,0,0,,0
House,Apartment block,1675000,As new,504,504,,11,0,1,4,0,,0,0,,1
House,House,362100,As new,442,442,151,3,0,0,3,0,,0,0,,0
House,House,525000,,74,44,177,2,0,0,2,1,10,0,1,20,0
House,House,175000,,210,210,123,2,0,0,2,0,,0,0,,0
House,House,260000,,496,496,,3,0,0,3,0,,0,0,,0
House,House,195000,,149,149,244,1,0,0,2,1,,0,0,,1
House,Mixed-use building,136000,Just renovated,176,176,179,2,0,0,,0,,0,0,,1
House,House,179000,To renovate,715,715,150,2,0,0,3,1,,0,0,,0
House,House,199000,To renovate,342,342,,4,0,0,,0,,0,0,,0
House,House,199000,Good,72,72,,3,0,0,2,0,,0,0,,0
House,House,220000,,4530,4530,,3,0,0,,0,,0,0,,0
House,House,319000,,220,220,171,3,0,1,3,0,,0,0,,0
House,Mixed-use building,355000,,,,,,0,0,3,0,,0,0,,1
House,House,575000,To renovate,424,424,510,2,0,0,4,0,,0,0,,
House,Apartment block,1250000,To be done up,233,233,,12,0,0,2,0,,0,0,,1
House,Villa,1250000,To renovate,4943,4943,420,8,0,0,4,0,,1,0,,0
House,Villa,2195000,As new,18510,18510,391,4,0,0,4,0,,1,0,,0
House,House,650000,Just renovated,109,109,,3,0,0,2,0,,0,0,,0
House,House,285000,As new,405,238,320,5,0,0,3,1,140,0,1,27,
House,House,429000,As new,,,136,3,0,0,,0,,0,0,,1
House,House,165000,,235,235,217,3,0,0,2,0,,0,0,,0
House,Villa,550000,To renovate,2742,2742,310,4,0,0,,1,,0,0,,0
House,House,510000,,,,180,4,0,1,,0,,0,0,,0
House,House,265000,,620,620,,3,0,0,3,0,,0,0,,0
House,House,235000,,657,657,,2,0,0,4,0,,0,0,,0
House,House,245000,,370,370,,2,0,0,3,0,,0,0,,0
House,House,250000,,505,505,,3,0,0,3,0,,0,0,,0
House,House,285000,,633,633,,3,0,0,4,0,,0,0,,0
House,House,103000,,720,720,,7,0,0,4,0,,0,0,,0
House,House,116000,To renovate,134,134,,2,0,0,2,1,,0,0,,0
House,House,120000,To renovate,208,208,,3,0,0,2,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,152500,To renovate,153,153,,2,0,0,2,0,,0,0,,0
House,House,155000,,84,84,125,3,0,0,2,0,,0,0,,0
House,House,160000,To renovate,334,334,,1,0,0,2,0,,0,0,,0
House,House,160000,,115,115,145,2,0,0,2,0,,0,0,,0
House,House,170000,,685,685,200,4,0,0,3,0,,0,0,,0
House,House,175000,To renovate,20200,20200,145,1,0,0,,0,,0,0,,0
House,House,210000,To renovate,438,438,,5,0,0,3,0,,0,0,,0
House,House,224000,,458,458,,3,0,0,,0,,0,0,,0
House,House,239000,To renovate,196,196,120,2,0,0,3,0,,0,0,,0
House,House,249000,,560,560,172,3,0,0,3,0,,0,0,,0
House,House,250000,,6499,6499,,4,0,0,4,0,,0,0,,0
House,House,319000,,180,180,145,3,0,0,3,0,,0,0,,0
House,House,350000,,901,901,250,3,0,0,4,0,,0,0,,0
House,Mansion,395000,To renovate,919,919,350,4,0,0,,1,,0,0,,0
House,House,560000,,4916,4916,205,4,0,0,4,0,,0,0,,0
House,Mansion,599000,As new,65,65,200,3,0,0,2,0,,0,0,,0
House,House,645000,,1361,1361,210,5,0,0,,0,,0,0,,0
House,House,340000,As new,255,253,171,3,0,0,2,1,1,1,1,1,0
House,House,299500,,178,163,134,3,0,0,3,0,,0,1,15,
House,House,397500,As new,411,411,157,3,0,0,4,0,,0,0,,0
House,House,339000,To be done up,594,594,163,3,0,0,,1,,0,0,,0
House,Mansion,620000,As new,95,60,,4,0,0,2,0,,0,1,35,0
House,House,70000,,78,78,,3,0,0,3,0,,0,0,,0
House,House,140000,,204,204,,2,0,0,2,0,,0,0,,0
House,House,180000,To renovate,,,,3,0,0,,0,,0,0,,0
House,House,190000,,915,915,,2,0,0,4,0,,0,0,,0
House,House,285000,,56,44,110,2,0,0,2,1,12,0,0,,0
House,House,295000,Good,520,520,130,3,0,0,3,1,,0,0,,0
House,House,299000,,3202,202,,2,0,0,,1,3000,0,0,,0
House,House,335000,,375,100,155,3,0,0,2,1,235,0,1,40,0
House,Apartment block,349000,As new,227,227,280,4,0,0,,0,,0,0,,1
House,House,436000,,2892,2892,,3,0,0,4,0,,0,0,,0
House,House,485000,,489,162,,3,0,0,,1,327,0,0,,0
House,House,518000,To renovate,140,140,260,4,0,0,2,0,,0,0,,0
House,Mixed-use building,575000,To be done up,53,53,220,2,0,0,2,0,,0,0,,1
House,Villa,750000,Good,852,652,,4,0,0,4,1,200,1,0,,0
House,House,275000,,616,616,176,3,0,0,4,0,,0,0,,0
House,House,255000,To renovate,890,889,,3,0,0,3,1,1,0,0,,0
House,House,419000,As new,,,135,3,0,0,,0,,0,0,,1
House,House,419000,As new,,,135,3,0,0,,0,,0,0,,1
House,House,419000,As new,,,135,3,0,0,,0,,0,0,,1
House,House,419000,As new,,,135,3,0,0,,0,,0,0,,1
House,House,156000,,96,96,,4,0,0,2,0,,0,0,,0
House,House,169000,,461,461,,2,0,0,3,0,,0,0,,0
House,House,179000,,111,111,,3,0,0,2,0,,0,0,,0
House,House,170000,,980,980,,4,0,0,3,0,,0,0,,0
House,House,183000,,135,135,,2,0,0,2,0,,0,0,,0
,'t Arsenaal - Woningen,385000,,,,,,0,0,,0,,0,0,,0
,Grensstraat - BEN woningen,387548394469,,,,,,0,0,,0,,0,0,,1
House,House,259000,To renovate,,,,2,0,0,,0,,0,0,,0
House,House,150000,,165,165,,2,0,0,2,0,,0,0,,0
House,House,168000,,245,245,,3,0,0,2,0,,0,0,,0
House,House,170000,,722,722,,3,0,0,,0,,0,0,,0
House,House,225000,,628,628,,3,0,0,4,0,,0,0,,0
House,House,352000,As new,160,160,221,3,0,0,2,1,,0,0,,0
House,House,378000,As new,160,160,219,3,0,0,3,1,,0,0,,0
House,House,389000,,162,84,191,3,0,0,,1,78,0,0,,0
House,Apartment block,1250000,Good,112,112,434,5,0,0,2,0,,0,0,,1
House,Apartment block,2100000,As new,,,,4,0,1,2,0,,0,0,,1
House,Exceptional property,2950000,As new,749,749,,7,0,0,4,0,,0,0,,0
House,Exceptional property,5850000,As new,9312,9312,1130,5,0,1,4,0,,0,0,,0
House,House,320000,,598,598,,4,0,0,4,0,,0,0,,0
House,Villa,1685000,As new,6937,6937,350,4,0,0,4,0,,1,0,,0
House,House,405500,As new,425,425,154,3,0,0,4,0,,0,0,,0
House,Apartment block,2200000,To renovate,485,365,925,15,0,0,2,1,120,0,0,,1
House,House,194500,,523,523,,3,0,0,,0,,0,0,,0
House,House,,As new,,,,2,0,0,,1,,0,0,,0
House,House,190000,,343,343,,2,0,0,3,0,,0,0,,0
House,House,90000,,351,351,,3,0,0,3,0,,0,0,,0
House,House,95000,,142,142,,3,0,0,2,0,,0,0,,0
House,House,99000,,120,120,,2,0,0,3,0,,0,0,,0
House,Town-house,140000,,190,190,,2,0,0,2,0,,0,0,,0
House,House,150000,,174,174,,3,0,0,2,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,200000,,685,685,,3,0,0,3,0,,0,0,,0
House,House,225000,,776,776,,3,0,0,4,1,,0,0,,0
House,House,225000,,241,241,,3,0,0,3,0,,0,0,,0
House,House,259000,To be done up,235,235,,4,0,0,3,0,,0,0,,0
House,House,312000,,2175,2175,,3,0,0,4,0,,0,0,,0
House,House,345000,,318,318,225,5,0,0,3,1,,0,0,,
House,House,347000,Good,796,796,,2,0,0,4,1,,0,0,,0
House,House,349000,Good,640,640,,3,0,0,4,1,,0,0,,0
House,House,389000,Good,864,864,,4,0,0,3,1,,0,0,,0
House,House,395000,To renovate,115,115,245,4,0,0,3,1,,0,0,,0
House,Villa,580000,,26327,26327,,4,0,0,4,0,,0,0,,0
House,Mixed-use building,595000,Good,135,135,210,8,1,0,2,0,,0,0,,1
House,Villa,750000,,3290,3290,,4,0,0,4,0,,0,0,,0
House,Exceptional property,1230000,Good,57494,57444,235,3,0,0,4,0,,0,1,50,0
House,House,1250000,As new,659,659,570,6,0,1,,1,,0,0,,0
House,House,125000,To renovate,187,187,,2,0,0,2,0,,0,0,,0
House,House,150000,,249,249,,3,0,0,2,0,,0,0,,0
House,House,690000,,,,262,3,0,0,2,1,23,0,1,8,0
House,House,50000,To renovate,20,20,,2,0,0,2,0,,0,0,,0
House,House,170000,,1672,1672,276,2,0,0,4,0,,0,0,,0
House,House,205000,,230,230,,3,0,0,,0,,0,0,,0
House,House,249000,,125,125,,5,0,0,,0,,0,0,,0
House,House,352000,As new,160,160,219,3,0,0,2,1,,0,0,,0
House,House,419000,Good,265,265,155,4,0,0,2,0,,1,0,,0
House,Villa,1495000,As new,2991,2899,468,5,0,0,4,0,,1,1,92,0
House,Villa,1620000,Good,1352,1352,660,6,0,0,4,0,,1,0,,0
House,House,350000,,336,336,,5,0,0,,0,,0,0,,0
House,Villa,240000,To renovate,794,794,,3,0,0,4,0,,0,0,,0
House,House,322090,,192,175,185,3,0,0,3,0,,0,1,17,
House,House,397000,As new,381,381,207,3,0,0,4,0,,0,0,,0
House,Bungalow,435000,,1416,1416,177,3,0,0,4,0,,0,0,,0
House,House,245000,,282,282,,3,0,0,2,0,,0,0,,0
House,Country house,395000,To renovate,1822,1822,,3,0,0,4,0,,0,0,,0
House,House,50000,,94,94,,2,0,0,2,0,,0,0,,0
House,House,66000,To renovate,80,80,,2,0,0,2,0,,0,0,,0
House,House,75000,,85,85,,2,0,0,3,0,,0,0,,0
,,,,,,,,0,0,,0,,0,0,,
House,House,110000,,174,174,102,2,0,0,2,0,,0,0,,0
House,House,112500,,140,140,,8,0,0,2,0,,0,0,,0
House,House,130000,,472,472,,2,0,0,4,0,,0,0,,0
House,House,140000,,1765,1765,,3,0,0,4,0,,0,0,,0
House,House,155000,,633,633,,2,0,0,3,1,,0,0,,0
House,House,155000,,1173,1173,148,3,0,0,3,0,,0,0,,0
House,House,175000,To renovate,750,750,,1,0,0,3,0,,0,0,,0
House,House,175000,,510,510,,4,0,0,4,0,,0,0,,0
House,House,180000,To renovate,118,118,,3,0,0,2,0,,0,0,,0
House,Mixed-use building,250000,,340,340,,3,0,0,3,0,,0,0,,1
House,House,260000,To be done up,300,300,,6,0,0,3,0,,0,0,,0
House,House,310000,,960,960,,2,0,0,4,0,,0,0,,0
House,House,330000,Just renovated,225,225,,4,0,0,2,1,,0,0,,0
House,House,350000,To renovate,1268,1268,,3,0,0,3,0,,0,0,,0
House,Farmhouse,400000,,3083,3083,,4,0,0,4,0,,0,0,,0
House,House,480000,,465,465,,5,0,0,2,0,,0,0,,0
House,Mansion,495000,,44,44,160,2,0,0,2,0,,0,0,,0
House,House,629000,,1686,1686,,3,0,0,,0,,0,0,,0
House,Villa,800000,,4998,4998,,4,0,0,4,1,,0,0,,0
House,House,464484,,380,380,257,5,0,0,3,0,,0,0,,
House,House,320000,As new,173,173,156,3,0,0,,0,,0,0,,0
House,House,25000,,17855,17855,34,1,0,0,,0,,0,0,,0
House,House,150000,,12289,12289,,3,0,0,,0,,0,0,,0
House,House,170000,,105,105,,4,0,0,,0,,0,0,,0
House,House,180000,To renovate,355,355,,3,0,0,,1,,0,0,,0
House,House,265000,,159,159,155,3,0,0,,0,,0,0,,0
House,House,299000,,,,,2,0,0,,1,,0,0,,0
House,House,330000,,266,266,,5,0,0,,0,,0,0,,0
House,Apartment block,360000,,45,45,,,0,0,,0,,0,0,,1
House,House,364000,,395,95,,4,0,0,,1,300,0,0,,0
House,House,379000,,136,77,184,3,0,0,,1,59,0,0,,0
House,House,379000,,136,77,184,3,0,0,,1,59,0,0,,0
House,Apartment block,379000,As new,293,293,393,3,0,0,,0,,0,0,,1
House,House,399000,,803,803,165,3,0,0,4,1,,0,0,,0
House,House,419000,,322,83,185,3,0,0,,1,239,0,0,,0
House,House,419000,,127,74,228,3,0,0,,1,53,0,0,,0
House,House,419000,,215,82,203,3,0,0,,1,133,0,0,,0
House,House,480000,,250,250,,1,0,0,,0,,0,0,,1
House,House,285000,,,,,2,0,0,,0,,0,0,,0
House,House,123000,To renovate,,,95,1,0,0,2,0,,0,0,,0
House,House,168000,To renovate,,,,3,0,0,4,0,,0,0,,0
House,House,270000,,2780,2780,,10,0,0,4,0,,0,0,,0
House,House,335000,,548,548,,2,0,0,4,0,,0,0,,0
House,House,549500,,,,200,3,0,0,2,0,,0,1,24,0
